李崇智,第16屆臺南縣議員擬參選人李崇智政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/604/09418066831.doc
林明溱,第15屆南投縣長擬參選人林明溱政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/608/09418066841.doc
張坤裕,第16屆高雄縣議員擬參選人張坤裕政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/624/09418066851.doc
邱炳坤,第15屆苗栗縣長擬參選人邱炳坤政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/616/09418066861.doc
陳福海,第4屆金門縣長擬參選人陳福海政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/606/09418067011.doc
洪宗熠,第16屆彰化縣議員擬參選人洪宗熠政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/609/09418067251.doc
黃郁文,第16屆臺南市議員擬參選人黃郁文政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/617/09418067451.doc
陳柏宏,第16屆臺南市議員擬參選人陳柏宏政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/618/09418067461.doc
王麗華,第16屆臺南縣議員擬參選人王麗華政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/610/09418067471.doc
李中,第16屆臺中市議員擬參選人李中政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/611/09418067481.doc
鄭金隆,第16屆臺北縣議員擬參選人鄭金隆政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/619/09418067491.doc
張正興,第16屆臺中縣議員擬參選人張正興政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/620/09418067511.doc
劉建國,第16屆雲林縣議員擬參選人劉建國政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/612/09418067531.doc
陳世雄,第16屆臺北縣議員擬參選人陳世雄政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/635/09418067861.doc
蔡文旭,第7屆嘉義市議員擬參選人蔡文旭政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/613/09418067871.doc
張錦煌,第16屆基隆市議員擬參選人張錦煌政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/2620/09418067891.doc
陳文賢,第16屆臺南縣議員擬參選人陳文賢政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/622/09418067901.doc
蔡岳儒,第16屆雲林縣議員擬參選人蔡岳儒政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/614/09418067911.doc
何欣純,第16屆臺中縣議員擬參選人何欣純政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/626/09418068441.doc
李元慶,第16屆臺南縣議員擬參選人李元慶政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/632/09418068551.doc
王岳彬,第16屆臺中市議員擬參選人王岳彬政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/629/09418068561.doc
周雅玲,第16屆臺北縣議員擬參選人周雅玲政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/633/09418068571.doc
林秀惠,第16屆臺北縣議員擬參選人林秀惠政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/683/09418068581.doc
陳本添,第16屆臺中縣議員擬參選人陳本添政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/628/09418068591.doc
李麗華,第16屆臺中縣議員擬參選人李麗華政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/694/09418068601.doc
林朝寶,第16屆雲林縣議員擬參選人林朝寶政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/634/09418068611.doc
張桂榮,第16屆臺中市議員擬參選人張桂榮政治獻金專戶,http://sunshine.cy.gov.tw/GipOpenWeb/wSite/public/upload/Collection_Accounting/630/09418068781.doc
